Component Name,Level,Component Yield,BoM Quantity per Assembly,Quantity per Assembly,Quantity per Top Level Assembly,On Hand,Available,Back Ordered,On Order,Units,Average Cost,Description,Minimum Quantity
CD Labor Consumption,1,100,0,0,0,0,0,0,0,,,,
17000707,1,100,3,3,3,96,69,0,0,Each,0.15166667,Off-White Nylon Unthreaded Spacer,
94000066,1,100,0,0,0,0,0,0,0,,,Analyzer Production Traveler,
94000029,1,100,0,0,0,0,0,0,0,,,"Procedure, QC Release Test, Analyzer",
67000170,1,100,2,2,2,0,0,18,0,Each,,FP A Analyzer Barcode Label,
61000082,1,100,1,1,1,58,49,0,0,Each,5.12,Analyzer IP A Part ID Label,
61000074,1,100,1,1,1,155,146,0,0,Each,4.2,RoHS Compliant Analyzer IP Part ID Label,
61000064,1,100,1,1,1,104,95,0,0,Each,3.01,"Analyzer IP Serial Number Label, cNemko",
61000055,1,100,1,1,1,242,233,0,0,Each,0.59,Biohazard Symbol Label,
40000144,1,100,0,0,0,0,0,0,0,,,CPU2 PMT Calibration 10 pW,
40000132,1,100,0,0,0,0,0,0,0,,,CPU2 PMT Calibration Worksheet,
40000072,1,100,0,0,0,0,0,0,0,,,FP Instrument Test Data Form,
40000069,1,100,0,0,0,0,0,0,0,,,FP Burn-In Data Analysis(BurnInData.xls),
40000065,1,100,0,0,0,0,0,0,0,,,Analyzer QC Release Test,
17000712,1,100,5,5,5,270,225,0,0,Each,0.159,"Screw 8-32 x 7/8 SHCS""",
17000708,1,100,1,1,1,54,45,0,0,Each,288.5,Opticon Scanner,
17000700,1,100,1,1,1,88,79,0,0,Each,2.72,"3/8"" NPT x 1/4"" Tubing Elbow",
17000699,1,100,1,1,1,112,103,0,0,Each,0.17357143,"3/8"" x 5/8"" Grommet",
17000696,1,100,11,11,11,638,539,0,0,Each,1.71,"1/8"" X 10-32 Tube Connector",
17000687,1,100,4,4,4,212,176,0,0,Each,0.06066038,"4-40 x 3/4"" Socket Head Cap Screw",
17000650,1,100,2,2,2,46,28,0,0,Each,4.41,"Y Fitting, .25 x .25 x .25",
17000556,1,100,7,7,7,374,311,0,0,Each,0.02157754,"Screw, 4-40 x .625 PHMS",
17000529,1,100,1,1,1,68,59,0,0,Each,1.19,"Connector, 9 Pin IDC 26 AWG",
17000528,1,100,2,2,2,121,103,0,0,Each,0.39247934,"Screw, M2.6 × 0.45 SHCS, RoHS",
17000527,1,100,1,1,1,138,116,0,40,Each,680,Photosensor Module,
17000526,1,100,1,1,1,303,294,0,0,Each,0.09488449,"O-ring, .208 ID x .348 OD",
17000525,1,100,8,8,8,"1,090","1,018",0,0,Each,0.15134862,Locking tie .070 Width,
17000523,1,100,1,1,1,51,42,0,0,Each,11.45,1/8 NPT x 1/4 Tube Check Valve,
17000522,1,100,0,0,0,57,57,0,0,Each,0.14719298,"Low Profile Cable Tie, 11 1/4 in x 0.18",
17000518,1,100,1,1,1,86,77,0,0,Each,0.10918605,1/4 Nylon Loop Clamp,
17000514,1,100,2,2,2,236,218,0,0,Each,0.08025424,2-56 x 9/16 SHCS Screw,
